saleyear,salemonth,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community,lotsize,numfireplaces
2006,12,291688.94755292963,2314,3,1,1.2,1924,Bryant,Powderhorn,5124,1
2013,11,140971.68731311406,1964,3,2,1.5,1937,Lind - Bohanon,Camden,4853,0
2015,5,304600.9088569247,1800,3,2,1.2,1952,Kenny,Southwest,5120,1
2015,10,279695.32879322604,2451,3,2,1.2,1947,Waite Park,Northeast,7560,1
2005,4,230537.51574599897,2288,3,2,2,2003,Jordan,Near North,5425,0
2007,5,436326.171555706,2743,3,2,1.5,1937,Ericsson,Nokomis,5040,1
2010,6,154315.25927835764,2185,4,1,1.2,1952,Folwell,Camden,4356,0
2008,7,245797.80107389414,1740,2,2,1.2,1918,Howe,Longfellow,5040,0
2013,5,300192.2438365971,2356,3,2,1.2,1923,Tangletown,Southwest,6150,1
2014,9,103139.58825486258,2716,4,2,1.5,1941,Willard - Hay,Near North,5040,1
2005,2,243217.54677754678,2499,4,2,1,1954,Shingle Creek,Camden,5379,1
2006,1,227811.37180130457,3144,4,2,1.5,1918,Sheridan,Northeast,6000,0
2006,9,197054.83234714004,2372,4,2,2,1922,Howe,Longfellow,5120,1
2014,8,266010.6123136528,2071,2,2,1.7,1939,Howe,Longfellow,6400,1
2013,9,293433.4395231734,3119,5,4,1.7,1933,Windom,Southwest,5120,2
2010,9,460663.6582292979,2738,3,2,1.2,1923,Fulton,Southwest,5120,1
2010,10,193631.3739813272,2336,3,2,1.2,1941,Victory,Camden,5167,0
2010,8,532393.551850883,4561,4,5,1,1960,Bryn - Mawr,Calhoun-Isles,7900,3
2006,8,202413.34641805693,1642,2,1,1.2,1900,Windom Park,Northeast,4080,0
2015,8,265370.26378695393,2048,2,1,1,1937,Regina,Nokomis,4920,1
2006,9,404915.89743589744,2160,3,2,1.2,1927,Howe,Longfellow,5248,1
2014,6,387772.269222825,2397,4,3,1.2,1939,Diamond Lake,Nokomis,5965,1
2014,11,252130.79419198845,1684,4,1,1.5,1917,Prospect Park - East River Road,University,6300,0
2014,8,251352.88469636993,2340,3,2,1.2,1948,Waite Park,Northeast,6300,2
2011,4,195473.74349042587,1920,5,2,1,1974,St. Anthony East,Northeast,5160,0
2006,10,271998.57355126296,2173,4,1,1.5,1937,Diamond Lake,Nokomis,6250,1
2013,5,117742.06897146528,1772,2,1,1.7,1913,Webber - Camden,Camden,5122,0
2011,9,159293.1945259646,1458,3,1,1.2,1924,Howe,Longfellow,5120,0
2013,7,172694.4783168742,2252,4,2,1,1954,Northeast Park,Northeast,6250,0
2012,5,396803.1900241788,2682,3,2,2.2,1912,East Harriet,Southwest,5208,1
2008,6,449342.1685528113,3224,4,2,1.5,1915,King Field,Southwest,5641,1
2005,6,413955.93185338157,2744,3,2,1,1954,Windom,Southwest,6656,2
2012,5,113742.73259499899,1632,2,1,1.2,1925,Standish,Powderhorn,5080,0
2014,7,189651.5035916092,1752,2,2,1.5,1904,Holland,Northeast,6820,0
2006,3,245171.64546820233,1500,3,2,1,1952,Shingle Creek,Camden,8072,0
2014,6,445590.331786318,3276,4,5,2.5,1904,Lowry Hill,Calhoun-Isles,4514,1
2013,10,252672.3527725115,1956,2,1,1.2,1926,Howe,Longfellow,5704,1
2005,4,254230.17036654623,1440,2,1,1,1935,Diamond Lake,Nokomis,5240,0
2015,10,204864.08533943543,1680,2,1,1,1919,Howe,Longfellow,4185,1
2005,5,206419.0082644628,1880,2,1,1.5,1924,Webber - Camden,Camden,5095,0
2013,5,205687.278184335,2024,2,1,1,1919,East Harriet,Southwest,4998,0
2012,12,270958.2261126801,2184,3,1,2.5,1908,Lyndale,Powderhorn,5920,0
2011,11,228123.66123898947,2304,4,2,1.2,1922,Bancroft,Powderhorn,5078,1
2008,10,378427.81630913157,1960,4,2,1.7,1956,Linden Hills,Southwest,5080,1
2015,7,204171.77378021626,2162,2,1,1.2,1923,Howe,Longfellow,6579,0
2005,4,248639.768714507,2224,3,1,1.2,1927,Folwell,Camden,5374,1
2015,6,316778.415952402,2876,4,2,1.5,1912,King Field,Southwest,5280,1
2012,5,301096.9660666425,2080,3,2,1,1952,Kenny,Southwest,8360,2
2013,7,221292.47574066123,1746,2,1,1,1918,Windom,Southwest,5120,0
2015,6,266874.96686400985,2180,5,3,1,1970,St. Anthony West,Northeast,9600,0
2007,5,200767.40103020484,1440,2,1,1,1948,Holland,Northeast,5586,0
2012,6,283745.84726330714,2068,3,3,1.2,1931,Keewaydin,Nokomis,5060,1
2015,6,124758.62272098023,1895,2,1,1.2,1922,Folwell,Camden,4985,0
2005,12,633822.7561837457,3368,5,5,2.5,1911,Bryn - Mawr,Calhoun-Isles,6905,1
2005,2,335010.39501039503,1740,2,2,2,1900,Whittier,Powderhorn,6336,0
2014,4,168998.4268484531,1728,3,2,1,1984,Beltrami,Northeast,5149,1
2015,10,379578.7711424161,2816,3,2,1,1960,Kenny,Southwest,9000,2
2015,3,136573.21083500018,1860,2,1,1.2,1941,Cleveland,Camden,7658,0
2010,4,235999.39283266565,2208,3,2,1,1957,Bottineau,Northeast,6169,0
2006,7,457323.1030064071,2971,3,4,2.5,1908,Seward,Longfellow,8211,1
2013,8,292660.5441710644,2000,4,2,1.5,1951,Keewaydin,Nokomis,5080,0
2006,4,321027.49177877436,2110,3,1,1.2,1949,Ericsson,Nokomis,4886,2
2014,7,200708.17539516123,1857,4,2,2.5,1889,Powderhorn Park,Powderhorn,3470,0
2005,6,239588.642230253,1920,3,2,1,1959,Shingle Creek,Camden,5443,0
2012,10,300522.7121629439,2078,3,2,1.2,1960,Lynnhurst,Southwest,5040,1
2009,9,340403.50040072086,2408,2,1,2,1923,Tangletown,Southwest,4560,1
2007,1,426460.1621140697,3000,6,2,2.5,1900,Whittier,Powderhorn,3686,1
2005,7,432572.8476141611,2441,4,1,1.2,1914,King Field,Southwest,6680,1
2006,5,976550.9864282166,3828,5,3,2,2006,Fulton,Southwest,5160,1
2006,8,254281.766437684,2652,4,2,2,1905,East Phillips,Phillips,4937,0
2007,6,202667.1762355598,1338,1,1,1.2,1923,Morris Park,Nokomis,5120,0
2015,10,229916.2842348349,1742,3,1,1.2,1952,Morris Park,Nokomis,6400,0
2005,12,209861.70798586574,1904,3,1,1,1960,Victory,Camden,5085,0
2010,3,237239.88166714975,1842,3,1,1.2,1942,Page,Nokomis,4960,0
2007,7,195849.0233763481,2020,2,1,1.7,1902,Lyndale,Powderhorn,4248,0
2006,3,238845.46820230348,2074,3,2,1.2,1954,Shingle Creek,Camden,5237,0
2014,11,195829.7430617386,1927,3,2,1.2,1940,Minnehaha,Nokomis,5120,1
2015,3,213054.20890260028,1902,3,1,1.2,1945,Wenonah,Nokomis,6174,0
2012,9,284592.4290630479,2160,3,2,1.7,1913,Seward,Longfellow,6320,0
2015,10,254860.0320527651,2412,3,2,1.5,1919,Waite Park,Northeast,5005,0
2005,11,247281.97879858658,1552,2,1,2,1926,Victory,Camden,5427,0
2014,10,410685.4095944068,2850,4,2,1.7,1939,Windom Park,Northeast,7350,2
2013,8,149091.22061544788,1843,2,2,1.5,1919,Cleveland,Camden,5094,0
2007,9,487097.1819302124,3448,3,3,1.5,1921,King Field,Southwest,4370,1
2013,10,755810.3128784733,3036,3,3,2.5,1920,Lynnhurst,Southwest,6400,2
2015,8,227460.2261031034,1686,2,3,1.2,1939,Kenny,Southwest,5376,0
2012,3,388752.4420144489,2816,4,3,2,1927,Tangletown,Southwest,6450,1
2012,12,214090.4502618707,2826,3,3,2,2005,Lind - Bohanon,Camden,5376,1
2007,9,265801.761713187,2208,3,2,1.2,1900,Cooper,Longfellow,4160,0
2007,6,758913.3057316849,2942,2,4,2.5,1924,Linden Hills,Southwest,7540,2
2008,4,321764.8147628796,2165,3,3,1.7,1909,King Field,Southwest,5502,1
2008,11,317512.772515517,2516,3,2,2,1921,Tangletown,Southwest,6250,1
2015,3,267683.49323660036,1620,2,2,1.5,1919,Fulton,Southwest,5670,0
2006,2,216577.33199598797,1952,3,1,1.2,1956,Lind - Bohanon,Camden,5079,0
2006,2,193949.84954864596,1924,3,1,1.5,1900,Webber - Camden,Camden,7040,0
2013,9,242871.92135100882,2822,3,3,2,1934,Cleveland,Camden,6307,2
2014,8,282188.4005727281,1976,3,2,1.2,1925,Hiawatha,Longfellow,5504,1
2015,6,433943.03555123555,2860,4,2,2,1916,King Field,Southwest,6480,1
2015,2,239920.86410415478,2133,3,1,1.2,1927,Northeast Park,Northeast,6250,0
2013,3,174263.9033588483,1747,2,1,1.7,1908,Audubon Park,Northeast,4960,1
2005,1,353633.3361169102,2504,3,2,1.2,1939,Diamond Lake,Nokomis,6000,1
2012,7,304529.8569491229,2290,4,2,1.2,1916,King Field,Southwest,5280,1
2014,8,542770.2248799799,2436,3,3,2,1916,Lynnhurst,Southwest,5120,1
2011,6,181205.98204674252,1648,2,1,1.5,1910,Longfellow,Longfellow,6816,0
2005,5,499400.82644628105,2940,5,4,2.2,1909,Linden Hills,Southwest,3450,0
2014,2,120950.60433798775,2386,3,2,2,1908,Near - North,Near North,5418,0
2005,11,195873.35689045937,2719,3,1,1.7,1908,Willard - Hay,Near North,6400,0
2011,9,453984.46659046673,2301,2,2,1.2,1922,Linden Hills,Southwest,4400,1
2012,5,184310.5726390717,2022,3,2,1.2,1925,Howe,Longfellow,5120,0
2007,3,163268.77362534584,682,1,1,1,1923,Como,University,5080,0
2014,7,202461.39335910196,1829,2,1,1.5,1911,Waite Park,Northeast,5000,1
2012,12,371313.12467293197,2480,3,2,1.2,1911,Linden Hills,Southwest,5670,0
2006,1,426903.76317109884,2180,2,1,1.7,1914,Lynnhurst,Southwest,5160,1
2005,10,231795.56002009043,1992,3,1,1.2,1962,Lind - Bohanon,Camden,5104,0
2009,11,192269.5710616202,1868,3,1,1.2,1948,Regina,Nokomis,5120,1
2012,1,215002.32617340086,1904,3,2,1.5,1916,Howe,Longfellow,5040,0
2015,9,676318.7563684747,4282,4,4,2,1900,Linden Hills,Southwest,6325,1
2009,8,275242.0339297733,2159,3,1,1.2,1928,Audubon Park,Northeast,5300,1
2014,5,290560.48084147257,2322,3,2,1.2,1950,Diamond Lake,Nokomis,5888,2
2011,5,311949.53871337953,2168,2,1,1,1923,Linden Hills,Southwest,4800,1
2012,6,262309.7792792004,2089,3,1,1.5,1963,St. Anthony West,Northeast,5610,0
2007,4,255314.67868521254,1866,3,1,1.2,1948,Wenonah,Nokomis,6407,1
2010,1,118546.31060104466,3197,4,2,1.7,1900,Willard - Hay,Near North,7424,1
2015,11,220976.21598457254,1948,4,2,1.2,1922,Standish,Powderhorn,4699,0
2010,4,207537.15450108788,2436,3,1,1.2,1923,Willard - Hay,Near North,4360,0
2009,11,249238.3328576558,2123,2,1,1.2,1920,Northrop,Nokomis,5003,0
2005,11,260296.81978798588,1825,3,1,1.2,1950,Morris Park,Nokomis,5504,0
2007,6,307546.506847332,2156,3,1,1.7,1918,Bancroft,Powderhorn,5346,0
2015,3,183554.39536224023,1608,2,1,1.2,1927,Bancroft,Powderhorn,5228,0
2005,5,351578.1818181818,2082,3,1,2,1919,Ericsson,Nokomis,5680,0
2014,6,571659.7915112275,2223,4,3,1.5,1913,Linden Hills,Southwest,6400,1
2015,4,183363.2430510283,1600,2,1,1,1921,Standish,Powderhorn,6160,0
2006,4,269771.00149476837,1866,3,1,1.2,1922,Folwell,Camden,4992,0
2013,6,915075.8243885651,3743,4,3,2,2012,Linden Hills,Southwest,5670,1
2007,8,181262.8101720543,1344,2,1,1,1924,Cleveland,Camden,5107,0
2007,6,3483536.485325767,9171,7,8,2.5,1892,Kenwood,Calhoun-Isles,16000,5
2005,2,198192.14968814972,1864,4,1,1,1950,Folwell,Camden,5722,0
2015,9,185092.05130148464,1536,3,1,1,1922,Bryant,Powderhorn,5544,0
2015,5,432315.71849907807,2184,3,2,1.2,1921,East Harriet,Southwest,5628,1
2005,3,280255.08855515276,2268,4,3,2,1994,Central,Powderhorn,6444,0
2011,4,206978.96676826142,2491,4,2,1.5,1937,Windom Park,Northeast,5080,1
2005,7,308224.68958440225,1728,2,1,1.2,1951,Armatage,Southwest,5080,0
2014,12,272827.31998036,1888,3,2,1.2,1948,Armatage,Southwest,5120,0
2009,7,266557.97621154407,2228,3,2,1.2,1953,Waite Park,Northeast,6820,0
2012,8,156992.31900068722,2602,4,2,1.2,1951,Sheridan,Northeast,6000,1
2012,12,212975.39583342345,3074,3,3,2,1941,Bryn - Mawr,Calhoun-Isles,7040,1
2015,8,160305.30220599668,2208,4,2,1.7,1916,Lind - Bohanon,Camden,5138,0
2013,6,315007.9201531545,2048,3,1,1.7,1928,Audubon Park,Northeast,5040,1
2013,12,205544.99635734645,2146,3,1,1.7,1915,Standish,Powderhorn,4875,0
2014,6,315173.6493122737,2366,3,1,1.2,1947,Armatage,Southwest,5969,1
2005,12,257433.55477031803,2596,4,2,2.5,1900,Ventura Village,Phillips,3192,0
2006,11,650941.7821782178,4774,4,3,2,1921,Lynnhurst,Southwest,7740,1
2009,5,225481.92768822,2280,3,1,1.2,1920,Bryant,Powderhorn,5082,0
2010,4,859796.7829330784,3452,4,3,1.2,1931,Linden Hills,Southwest,6432,1
2013,3,229095.98505265152,2436,3,2,1.2,1948,Keewaydin,Nokomis,5080,1
2006,11,223362.37623762377,1940,2,1,1.5,1919,Bryant,Powderhorn,5200,0
2013,6,420269.36952827557,2920,3,2,1,1949,Cooper,Longfellow,7800,2
2005,6,252233.59834796077,2072,3,2,2,2003,Jordan,Near North,6165,0
2015,6,324372.4190745486,1929,2,1,1.7,1912,East Harriet,Southwest,5334,0
2005,7,391564.41251924064,2220,3,1,2,1908,East Harriet,Southwest,5628,0
2015,9,229058.19838482852,1908,4,2,1.5,1916,Standish,Powderhorn,5080,0
2014,12,465607.1042784823,4814,5,3,2,1926,Keewaydin,Nokomis,5824,2
2014,7,286485.5855628258,2421,3,1,1.2,1934,Cooper,Longfellow,6750,1
2007,12,457253.65934403747,3036,4,2,1.5,1931,Bryn - Mawr,Calhoun-Isles,5248,1
2005,5,213077.68595041323,1832,5,2,1,1979,Willard - Hay,Near North,5000,0
2009,9,298539.84184266726,2342,3,2,1.2,1910,Tangletown,Southwest,5796,0
2005,10,136616.93621295833,1262,1,1,1.2,1900,Near - North,Near North,5437,0
2014,5,408090.5629795963,2890,4,3,2.2,1905,Lowry Hill East,Calhoun-Isles,5155,0
2005,3,361834.8213360953,2256,2,1,1.2,1917,Fulton,Southwest,5120,0
2013,8,278303.61181550275,2176,4,3,1.5,1913,Audubon Park,Northeast,4960,0
2015,6,268502.253247327,1900,4,2,1,1953,Waite Park,Northeast,7440,0
2013,9,174978.17970061317,1825,2,1,1.5,1916,Bancroft,Powderhorn,5656,0
2007,12,262768.43623637356,2084,2,2,1,1957,Kenny,Southwest,5400,0
2013,1,191410.218448802,1796,3,2,1.2,1913,Cooper,Longfellow,5160,0
2015,4,272861.9688259349,2036,2,2,1.2,1910,Tangletown,Southwest,5332,1
2011,6,221346.54769000824,2730,4,1,2.5,1913,Windom Park,Northeast,6244,0
2005,7,284281.0548999487,2023,2,2,1.2,1954,Keewaydin,Nokomis,5080,0
2015,9,270310.3857716697,2392,4,2,1,1953,Waite Park,Northeast,7500,2
2012,4,134994.04416480864,1944,3,1,1.5,1914,Jordan,Near North,5625,0
2015,5,146752.3664457112,1860,3,1,1.2,1954,Folwell,Camden,5371,0
2005,11,241295.15194346293,1638,2,1,1,1945,Morris Park,Nokomis,5805,0
2014,7,316990.4925515162,1935,3,2,1.2,1946,Page,Nokomis,4760,0
2008,9,217918.9224998515,1920,4,2,1,1975,St. Anthony West,Northeast,6240,0
2006,8,328795.17958783126,2379,3,3,1.2,1951,Bancroft,Powderhorn,4967,2
2015,5,380751.13607115584,2296,3,3,1.2,1940,Windom,Southwest,5632,2
2013,5,222253.44275161388,2672,3,1,1,1952,Diamond Lake,Nokomis,7261,2
2010,6,350176.9345162731,2248,3,3,1.2,1939,King Field,Southwest,5320,1
2013,9,474704.2099133354,2805,3,1,2.5,1912,Tangletown,Southwest,15725,1
2011,11,265009.32785723405,3858,6,3,2,1940,Waite Park,Northeast,6250,2
2009,6,276081.3818147959,1568,2,1,1,1923,Bryn - Mawr,Calhoun-Isles,3900,0
2013,7,362990.50923142984,2092,3,2,2,1927,Northrop,Nokomis,6221,1
2008,5,208539.75539942755,1480,3,1,1.7,1939,Lind - Bohanon,Camden,5120,0
2013,7,245646.8252468871,1792,3,1,1.2,1950,Armatage,Southwest,5715,0
2005,7,224752.68137506413,2291,3,2,2.2,1910,Hawthorne,Near North,6594,0
2011,5,273414.5956958444,2432,4,2,1.5,1942,Windom,Southwest,5760,1
2014,3,198806.78563560257,1878,3,2,1.2,1930,Victory,Camden,6410,1
2015,4,529352.2195223138,3863,4,3,1.7,1916,Tangletown,Southwest,6350,1
2005,9,466884.5070422535,3333,3,2,1.5,1914,King Field,Southwest,6300,0
2006,2,205586.8405215647,1342,2,1,1,1946,Holland,Northeast,5557,0
2015,4,331800.1540923369,2233,4,2,1.5,1911,Longfellow,Longfellow,7552,0
2009,11,2605134.002964545,5346,2,4,2,1896,Lowry Hill,Calhoun-Isles,21288,3
2005,11,330576.9611307421,2256,3,2,1.5,1988,Ventura Village,Phillips,7500,0
2013,5,127859.65941188393,2016,3,1,1.2,1938,Webber - Camden,Camden,6765,0
2010,10,286386.0990252699,2724,4,3,1.2,1920,Audubon Park,Northeast,5040,0
2012,11,122641.13574545189,2160,3,2,1,1989,Webber - Camden,Camden,5840,0
2005,7,397517.24987172906,2188,3,2,1.5,1938,Ericsson,Nokomis,5246,1
2011,10,369538.2579933848,2392,5,3,1.2,1920,Fulton,Southwest,5418,1
2015,12,117113.3701490152,2462,5,1,1.5,1929,Jordan,Near North,5365,1
2010,7,437200.6893223961,2475,3,2,1.5,1950,Armatage,Southwest,6350,1
2007,3,483526.7526596781,2272,4,1,2,1924,Linden Hills,Southwest,7598,1
2013,10,242741.99829673595,2044,2,2,1.2,1950,Diamond Lake,Nokomis,5900,0
2013,11,170102.16488680054,2226,3,1,1.7,1904,Audubon Park,Northeast,5019,0
2010,6,338306.5299563994,2346,3,2,1.5,1946,Hale,Nokomis,4941,1
2012,6,130872.83611349354,1440,2,2,1,1947,Holland,Northeast,5586,0
2015,7,180775.96309770874,1440,3,2,1,1950,Morris Park,Nokomis,5120,0
2005,7,376880.7470497691,2581,3,2,1.5,1929,Page,Nokomis,8000,1
2015,10,233332.49317511666,1800,3,2,1.2,1915,Corcoran,Powderhorn,7524,0
2014,11,233907.74865707665,2452,2,2,1,1952,Diamond Lake,Nokomis,11529,2
2015,12,536227.4216545187,2732,3,2,1.5,1927,Linden Hills,Southwest,6400,1
2014,6,321281.4972748081,2403,3,2,1.2,1936,Diamond Lake,Nokomis,6152,1
2011,8,268535.7841012622,1671,3,2,1.7,1908,Ericsson,Nokomis,7620,0
2012,8,420403.0028096974,2772,4,3,1.5,1931,Field,Nokomis,5900,2
2010,4,128080.07249209995,2214,3,1,1.2,1950,Folwell,Camden,5310,0
2015,6,200698.65394244646,1889,4,1,1.5,1916,Marshall Terrace,Northeast,5360,0
2007,3,251057.13729005103,1786,4,1,1.2,1951,Morris Park,Nokomis,7168,0
2005,10,212371.3510798594,1326,2,1,1.5,1924,Cleveland,Camden,5109,0
2014,12,370936.0242452974,2337,3,2,1.5,1932,Howe,Longfellow,5120,0
2011,6,315390.1586256594,2696,3,3,1,1950,Fulton,Southwest,5120,1
2005,6,270868.2705214249,1952,3,1,1,1955,Columbia Park,Northeast,7360,0
2012,7,330471.28920775186,3684,3,4,2,1921,Linden Hills,Southwest,5494,1
2005,8,207600.25293217748,1474,2,1,1.2,1900,Harrison,Near North,5940,0
2005,12,230362.68551236752,1916,3,1,1.2,1948,Lind - Bohanon,Camden,5625,0
2009,6,147643.52157921693,2016,3,2,1,1981,Regina,Nokomis,4920,0
2015,11,276220.26998071565,3672,5,2,2,1903,Central,Powderhorn,5355,1
2006,6,396062.6362735381,2370,3,2,1.2,1950,Bryn - Mawr,Calhoun-Isles,6400,2
2011,3,566402.2667969835,2788,4,3,1.2,1927,Lynnhurst,Southwest,6750,3
2014,5,400472.87247064384,1885,2,2,2,1927,Howe,Longfellow,6144,1
2005,8,1258223.1922488527,4495,3,4,2.2,1901,Lowry Hill,Calhoun-Isles,10125,2
2014,9,488555.9443651386,4452,5,2,2.5,1902,Logan Park,Northeast,5934,1
2015,4,291962.3066437504,2557,3,3,2,2011,Bancroft,Powderhorn,5656,1
2005,3,350485.75867426203,1794,3,2,1.7,1900,King Field,Southwest,5040,0
2013,5,376908.0394837274,2121,3,2,2,1919,Lynnhurst,Southwest,5360,1
2014,3,158390.02152287017,1536,3,1,1.5,1916,Marshall Terrace,Northeast,4760,1
2015,4,229094.909026255,1886,3,2,1,1981,Holland,Northeast,7600,0
2005,10,550352.5866398795,4372,5,3,1.2,1948,Linden Hills,Southwest,8816,0
2015,6,278265.9715472298,2280,4,2,1.2,1925,Longfellow,Longfellow,5120,0
2013,2,433881.29837681435,2726,2,2,1,1953,ECCO,Calhoun-Isles,8820,2
2005,7,251342.02154951257,1836,2,1,1,1925,Field,Nokomis,5160,1
2012,6,276299.6341740911,2052,3,1,1.2,1945,Kenny,Southwest,5400,0
2010,5,170862.2394035621,2280,3,3,1,1948,Columbia Park,Northeast,9115,0
2013,10,468933.40580051264,5122,4,5,2,1933,Willard - Hay,Near North,18083,2
2015,8,243680.3065121223,1816,3,1,1.5,1912,Howe,Longfellow,5080,0
2005,6,355922.2385131647,1728,3,1,2,1910,Audubon Park,Northeast,5000,0
2015,9,255112.2114712545,2055,3,1,1.2,1926,Minnehaha,Nokomis,5120,1
2011,6,222378.73366369223,1806,3,2,2,1925,Morris Park,Nokomis,5504,0
2006,5,277932.47888723295,2728,4,2,1.5,1919,Hiawatha,Longfellow,3968,0
2005,8,420722.48852626217,1904,3,2,1.5,1938,Kenny,Southwest,5600,1
2015,9,222544.695113222,1657,3,2,1.7,1909,Hiawatha,Longfellow,5120,0
2015,6,190934.93564254366,1890,3,2,1.5,1910,Windom Park,Northeast,5096,0
2014,9,241835.1924607436,1604,3,2,1.5,1900,Windom Park,Northeast,4945,0
2012,2,141147.2042535114,2224,4,2,1,1976,Sheridan,Northeast,10890,1
2010,10,288387.1527381469,2118,3,2,1.2,1940,Ericsson,Nokomis,4953,1
2014,4,142830.92849772488,1150,2,1,1.5,1903,Midtown Phillips,Phillips,4969,0
2012,4,235064.00415381326,2083,3,3,1.5,1942,Morris Park,Nokomis,8034,2
2006,8,274523.1010794897,2624,4,2,1.7,1912,Hiawatha,Longfellow,5120,0
2014,5,225265.99076473716,2880,5,2,2,1906,Central,Powderhorn,5818,0
2014,7,245341.95656384475,2124,3,2,1.2,1914,Bancroft,Powderhorn,4379,2
2012,8,173700.78723718892,1928,3,1,1,1948,Columbia Park,Northeast,7730,1
2015,8,315736.456709784,2278,3,2,1,1955,Armatage,Southwest,11160,2
2007,6,435442.0606657209,2648,3,3,1.5,1942,Linden Hills,Southwest,5120,1
2014,7,154695.70270065434,1931,3,2,2,1900,Harrison,Near North,2860,0
2012,7,146625.48667920733,2193,3,2,2,1982,Near - North,Near North,6558,0
2013,8,193266.3970940991,2642,4,2,2.5,1900,Lyndale,Powderhorn,6680,0
2012,11,705075.0385947616,3888,3,3,1.7,1948,Armatage,Southwest,9506,2
2013,8,524469.7827427867,3316,4,3,1.2,1926,Bryn - Mawr,Calhoun-Isles,11160,2
2009,6,171650.5982587644,2681,3,2,1.5,1918,Midtown Phillips,Phillips,5715,0
2012,9,252227.01556176008,2592,4,2,1.5,1928,Bottineau,Northeast,6751,0
2015,11,205811.18155425874,1984,2,1,1,1925,King Field,Southwest,4847,1
2009,5,366120.6823708349,2212,4,3,1.5,1918,King Field,Southwest,5460,1
2005,4,152937.41662364482,1788,3,2,1.7,1911,McKinley,Camden,6280,0
2010,8,177464.5172836277,1976,2,1,1.7,1906,Midtown Phillips,Phillips,4335,0
2012,7,410551.3627017805,3996,4,2,1.2,1953,Diamond Lake,Nokomis,15300,2
2013,8,270020.7662257556,2150,2,2,1,1926,Hiawatha,Longfellow,5120,1
2010,6,225418.9825920009,2412,3,3,2,2008,Near - North,Near North,5001,1
2007,6,160802.53240298407,1600,2,1,1.2,1941,Central,Powderhorn,4872,0
2005,2,241207.48440748441,1498,2,1,2,1900,Midtown Phillips,Phillips,4204,0
2012,3,152120.52078826263,1544,2,2,1.2,1925,Standish,Powderhorn,5040,0
2010,5,302568.54894380784,2288,3,2,1,1955,Fulton,Southwest,5418,2
2014,4,588768.712891385,2676,4,2,2,1912,Lynnhurst,Southwest,6750,1
2011,12,147507.60266346278,1641,3,1,1.5,1913,Bancroft,Powderhorn,5198,0
2005,8,284645.0586435493,2068,4,2,1.7,1900,Midtown Phillips,Phillips,5715,0
2015,6,567380.5189832405,4551,4,3,2.5,1898,Lowry Hill East,Calhoun-Isles,5823,1
2013,7,243543.4950622585,2241,3,1,2.2,1906,Bancroft,Powderhorn,9439,0
2007,3,351655.82011612953,2204,3,2,1.2,1919,East Harriet,Southwest,5628,1
2007,10,123617.23493474834,1430,2,1,1.5,1911,Jordan,Near North,5132,0
2014,4,368961.7267452679,2372,3,3,1.2,1949,Hale,Nokomis,5119,1
2005,12,227759.71731448764,2496,4,1,1,1953,Jordan,Near North,7449,2
2014,8,909321.9910721807,3496,4,3,2.5,1923,Prospect Park - East River Road,University,15000,4
2006,8,227715.01472031404,1446,2,1,1.2,1923,Minnehaha,Nokomis,5120,0
2009,1,300035.3458121199,2871,4,3,1,1954,Diamond Lake,Nokomis,11290,2
2011,12,215588.03466198404,2104,3,2,1.7,1907,Hiawatha,Longfellow,7680,0
2014,7,338702.1701235379,2153,3,2,1.5,1928,Page,Nokomis,4960,1
2006,4,193978.19631290485,2028,2,1,1.2,1924,Standish,Powderhorn,5099,0
2006,11,274416.6336633663,1856,4,1,1.2,1950,Ericsson,Nokomis,5600,0
2010,5,284770.3990059368,2720,3,3,1.5,1906,Windom Park,Northeast,6450,0
2012,7,129707.16129314493,2624,2,1,1,1955,Willard - Hay,Near North,5160,0
2007,10,208783.3338113677,1984,4,2,1.2,1928,Lind - Bohanon,Camden,5120,0
2009,1,150728.73785583183,2184,4,1,1,1956,Bancroft,Powderhorn,4870,0
2012,5,966249.5861625707,4556,6,5,2,2011,Linden Hills,Southwest,9810,1
2014,2,224387.99899807683,1934,3,1,1.5,1927,Bancroft,Powderhorn,4846,1
2012,7,172566.9189378363,1949,3,1,1.7,1905,Como,University,4960,0
2014,9,510269.54189247807,2686,3,3,2,1908,Lynnhurst,Southwest,5120,1
2006,3,284032.4486730095,2522,3,1,2.5,1907,Hawthorne,Near North,6594,0
2006,3,228387.90986479723,2080,3,2,1,1977,Jordan,Near North,5363,0
2011,8,116308.49247697982,1656,3,1,1.2,1942,Waite Park,Northeast,5000,0
2015,12,195080.51194266512,1728,3,2,1.2,1950,Wenonah,Nokomis,5960,0
2005,7,1058149.9107234478,3660,4,3,1.7,1917,Cooper,Longfellow,10208,1
2014,8,260581.82430725178,1610,3,1,1,1943,Kenny,Southwest,6400,0
2013,9,267159.1134861097,1838,3,2,1.2,1929,Windom,Southwest,5120,1
2012,12,100243.39311740716,2376,4,1,1.5,1927,Jordan,Near North,5106,0
2015,6,124758.62272098023,2868,4,3,2.2,1900,Hawthorne,Near North,7850,0
2009,7,143965.3213863249,1784,3,1,1.7,1900,Harrison,Near North,9350,0
2013,10,164402.53521006208,2310,4,2,2,1900,Midtown Phillips,Phillips,5282,0
2014,10,282332.6454112791,2436,5,3,1.5,1920,Tangletown,Southwest,5208,1
2014,10,233358.79038032264,2060,4,2,1.2,1946,Waite Park,Northeast,5000,1
