salesdate,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community
2010-02-12,136800,2481,3,3,2,2007,Jordan,Near North
2010-06-11,150745,2352,4,1,2,1914,Jordan,Near North
2010-06-30,122000,2088,3,3,2,2006,Jordan,Near North
2010-06-11,115000,2111,4,1,1.7,1907,Jordan,Near North
2010-10-08,135000,2669,6,2,2.2,1906,Jordan,Near North
2010-01-14,152000,2640,4,3,2,2009,Jordan,Near North
2010-07-28,127000,2712,4,2,1.5,1922,Jordan,Near North
2010-04-28,147000,2244,3,2,2,2010,Jordan,Near North
2010-01-12,69200,2340,5,2,2,2004,Jordan,Near North
2010-04-30,60000,1920,2,1,1,1924,Jordan,Near North
2010-02-17,37500,1430,3,1,1.5,1911,Jordan,Near North
2010-07-16,15000,1804,2,1,1.7,1905,Jordan,Near North
2010-11-23,45000,1812,3,1,1.7,1909,Jordan,Near North
2010-11-08,108500,2190,3,1,1.5,1928,Jordan,Near North
2010-12-30,48000,2574,4,1,1.2,1956,Jordan,Near North
2010-10-19,33354,2042,3,1,1.2,1915,Jordan,Near North
2010-05-21,116500,2003,3,2,1.2,1922,Jordan,Near North
2010-03-23,102000,2064,3,1,1.2,1940,Jordan,Near North
2010-04-29,113000,1496,2,1,1.5,1912,Jordan,Near North
2010-07-12,50000,1442,2,2,1.2,1915,Jordan,Near North
2010-05-25,139500,2188,3,2,2,1994,Jordan,Near North
2010-01-15,136900,2000,3,2,1.2,1926,Jordan,Near North
2010-04-09,117000,2308,4,2,1.2,1926,Jordan,Near North
2010-07-23,146000,2476,3,2,1.5,1926,Jordan,Near North
2010-02-12,155000,1728,3,2,1,1981,Jordan,Near North
2010-04-28,145000,2072,3,2,2,2009,Jordan,Near North
2010-08-05,205000,1836,3,2,1,1954,Keewaydin,Nokomis
2010-10-29,280000,2426,3,2,1.2,1932,Keewaydin,Nokomis
2010-06-24,260000,2752,3,3,1.5,1938,Keewaydin,Nokomis
2010-04-27,214900,1872,3,2,1.5,1925,Keewaydin,Nokomis
2010-05-11,197000,2080,4,2,1.2,1926,Keewaydin,Nokomis
2010-05-17,217500,1764,3,3,1.2,1945,Keewaydin,Nokomis
2010-10-14,165000,2392,3,2,1.7,1908,Keewaydin,Nokomis
2010-03-22,255000,3156,4,2,1.5,1927,Keewaydin,Nokomis
2010-04-30,350000,2780,4,2,1.5,1931,Keewaydin,Nokomis
2010-09-17,218426,1934,3,2,1.2,1946,Keewaydin,Nokomis
2010-05-28,270000,2074,5,2,1.2,1924,Keewaydin,Nokomis
2010-09-03,337750,3566,5,5,1.7,2010,Keewaydin,Nokomis
2010-07-29,272500,2425,3,2,1.5,1929,Keewaydin,Nokomis
2010-04-21,224900,1938,4,1,1.2,1950,Keewaydin,Nokomis
2010-03-12,193000,2160,3,2,1,1952,Keewaydin,Nokomis
2010-05-27,245000,2141,3,3,1.2,1939,Keewaydin,Nokomis
2010-03-16,230500,2127,3,1,1.2,1939,Keewaydin,Nokomis
2010-06-18,183000,2561,3,3,1.5,1913,Keewaydin,Nokomis
2010-10-29,212000,2392,3,2,1.2,1921,Keewaydin,Nokomis
2010-02-18,170000,1140,3,3,1.5,1915,Keewaydin,Nokomis
2010-09-07,345000,2925,4,2,1.5,1935,Keewaydin,Nokomis
2010-11-23,213000,2008,3,1,2,1923,Keewaydin,Nokomis
2010-06-29,280000,2874,3,1,2,1922,Keewaydin,Nokomis
2010-01-20,129900,1554,3,1,1.5,1913,Keewaydin,Nokomis
2010-01-27,255000,2150,4,2,1.2,1950,Keewaydin,Nokomis
2010-03-23,420000,3012,4,3,2,1952,Keewaydin,Nokomis
2010-01-27,495000,3290,4,2,1.5,1934,Keewaydin,Nokomis
2010-02-25,280000,2300,2,2,1,1947,Kenny,Southwest
2010-03-25,294600,2318,3,2,1.5,1937,Kenny,Southwest
2010-06-10,302000,2232,3,2,2,1951,Kenny,Southwest
2010-10-08,290000,2032,4,2,1.2,1941,Kenny,Southwest
2010-04-23,213000,1776,2,1,1,1949,Kenny,Southwest
2010-05-28,560000,3144,4,4,2,2010,Kenny,Southwest
2010-06-22,249900,1980,2,2,1.5,1939,Kenny,Southwest
2010-05-27,203000,1852,3,1,2.2,1929,Kenny,Southwest
2010-06-18,200000,1372,2,1,1.7,1922,Kenny,Southwest
2010-11-19,195500,1798,2,1,1.2,1929,Kenny,Southwest
2010-08-05,176000,1610,2,1,1,1943,Kenny,Southwest
2010-10-28,221000,3654,4,4,2,1951,Kenny,Southwest
2010-08-30,319900,2660,5,2,1,1958,Kenny,Southwest
2010-05-20,299000,2016,3,2,1.2,1940,Kenny,Southwest
2010-09-29,180000,1814,1,1,1.2,1940,Kenny,Southwest
2010-02-19,204000,1994,3,1,1,1952,Kenny,Southwest
2010-04-15,252000,2422,2,2,1.2,1953,Kenny,Southwest
2010-05-14,175000,1612,2,1,1,1955,Kenny,Southwest
2010-04-30,315000,2264,3,2,1,1957,Kenny,Southwest
2010-08-31,559500,4009,4,4,1.5,1933,Kenny,Southwest
2010-02-12,285000,2326,3,2,1,1955,Kenny,Southwest
2010-06-17,185000,1680,2,1,1,1951,Kenny,Southwest
2010-06-21,325000,2070,3,3,1.5,1995,Kenny,Southwest
2010-06-04,182000,1752,3,1,1,1951,Kenny,Southwest
2010-11-19,250000,1941,3,2,1.2,1951,Kenny,Southwest
2010-08-20,196000,1452,2,1,1.2,1910,Kenny,Southwest
2010-08-27,269500,1911,4,3,1.2,1951,Kenny,Southwest
2010-09-28,255000,1960,4,2,1.5,1947,Kenny,Southwest
2010-06-03,205000,1672,3,2,1.2,1949,Kenny,Southwest
2010-07-26,255000,1876,3,2,1.2,1951,Kenny,Southwest
2010-01-20,1020000,4290,4,3,1,1915,Kenwood,Calhoun-Isles
2010-11-23,2100000,5934,3,4,2,1994,Kenwood,Calhoun-Isles
2010-05-19,1000000,3711,3,4,2.5,1920,Kenwood,Calhoun-Isles
2010-06-22,885450,5018,5,4,2.5,1900,Kenwood,Calhoun-Isles
2010-04-28,610000,4543,4,2,2.5,1900,Kenwood,Calhoun-Isles
2010-06-17,1650000,5587,5,5,2,1930,Kenwood,Calhoun-Isles
2010-12-22,1160000,4017,4,4,2,1999,Kenwood,Calhoun-Isles
2010-06-17,1650000,5587,5,5,2,1930,Kenwood,Calhoun-Isles
2010-11-09,940000,4322,3,3,1.5,1954,Kenwood,Calhoun-Isles
2010-08-13,695000,3387,4,4,2.2,1914,Kenwood,Calhoun-Isles
2010-08-13,695000,3387,4,4,2.2,1914,Kenwood,Calhoun-Isles
2010-08-31,491000,3060,4,3,1.7,1910,Kenwood,Calhoun-Isles
2010-03-02,625000,3324,4,2,1.7,1909,Kenwood,Calhoun-Isles
2010-11-23,2100000,5934,3,4,2,1994,Kenwood,Calhoun-Isles
2010-06-25,2185000,6953,6,5,2.5,1922,Kenwood,Calhoun-Isles
2010-06-16,3125000,9417,6,7,2.5,1909,Kenwood,Calhoun-Isles
2010-06-16,3125000,9417,6,7,2.5,1909,Kenwood,Calhoun-Isles
2010-05-25,155000,1769,2,1,1.2,1919,King Field,Southwest
2010-03-26,245000,1936,3,2,2.2,1900,King Field,Southwest
2010-05-18,120000,1458,2,1,1.7,1914,King Field,Southwest
2010-05-28,321500,2857,3,3,1.7,1921,King Field,Southwest
2010-06-18,330000,2860,4,2,1.5,1911,King Field,Southwest
2010-06-18,243500,1688,3,2,1.5,1907,King Field,Southwest
2010-12-16,278000,2896,5,2,1.5,1914,King Field,Southwest
2010-01-25,176500,2120,1,2,1.7,1911,King Field,Southwest
2010-03-05,347500,2508,3,2,1.7,1910,King Field,Southwest
2010-04-16,277000,2017,3,1,2,1907,King Field,Southwest
2010-11-22,370000,2858,3,2,1.5,1914,King Field,Southwest
2010-05-12,395000,3523,5,3,2,1916,King Field,Southwest
2010-04-09,357000,2814,4,2,2,1915,King Field,Southwest
2010-07-29,299000,2428,4,1,2,1923,King Field,Southwest
2010-08-20,263000,1920,4,1,2,1918,King Field,Southwest
2010-11-16,315000,2688,3,2,1.2,1910,King Field,Southwest
2010-05-07,325000,2194,3,2,2,1914,King Field,Southwest
2010-06-30,395000,2750,3,1,2,1915,King Field,Southwest
2010-05-21,295000,2342,3,1,2,1920,King Field,Southwest
2010-11-05,274000,2700,3,2,2,1902,King Field,Southwest
2010-04-16,194100,1580,2,1,1.5,1907,King Field,Southwest
2010-01-15,188750,2178,3,2,1.7,1908,King Field,Southwest
2010-04-30,205000,2806,3,2,1.2,1924,King Field,Southwest
2010-06-23,268000,2792,3,2,2.5,1907,King Field,Southwest
2010-06-04,279000,2440,3,2,2.5,1904,King Field,Southwest
2010-06-15,170000,2452,3,2,1.5,1907,King Field,Southwest
2010-08-10,332655,2112,2,3,2,1913,King Field,Southwest
2010-06-25,234000,2016,3,2,2.5,1910,King Field,Southwest
2010-06-02,310000,2071,3,2,2.5,1914,King Field,Southwest
2010-10-14,200000,2156,2,2,1.5,1905,King Field,Southwest
2010-10-29,294000,1932,2,2,1.7,1911,King Field,Southwest
2010-03-29,144000,1936,2,2,1.7,1913,King Field,Southwest
2010-05-28,155000,1552,4,2,1.5,1900,King Field,Southwest
2010-06-24,295000,2248,3,3,1.2,1939,King Field,Southwest
2010-01-22,120000,1768,3,2,1,1983,Lind - Bohanon,Camden
2010-12-31,148410,1736,4,2,1,1981,Lind - Bohanon,Camden
2010-09-30,42500,1440,2,1,1,1949,Lind - Bohanon,Camden
2010-10-29,79000,1140,3,1,1.5,1924,Lind - Bohanon,Camden
2010-03-05,40000,936,1,1,1,1924,Lind - Bohanon,Camden
2010-10-08,145000,2306,4,1,2,1927,Lind - Bohanon,Camden
2010-05-13,114900,2046,3,1,1.2,1955,Lind - Bohanon,Camden
2010-07-25,42500,1792,3,1,1.2,1950,Lind - Bohanon,Camden
2010-03-31,89900,1337,3,1,1.2,1923,Lind - Bohanon,Camden
2010-01-29,50000,1744,2,1,1,1922,Lind - Bohanon,Camden
2010-04-28,99900,1906,3,1,1.2,1950,Lind - Bohanon,Camden
2010-04-05,141500,2426,3,1,1,1961,Lind - Bohanon,Camden
2010-05-11,85000,1732,2,1,1.2,1924,Lind - Bohanon,Camden
2010-04-30,114900,1790,2,1,1.7,1923,Lind - Bohanon,Camden
2010-06-30,46000,1652,3,1,1.5,1923,Lind - Bohanon,Camden
2010-06-28,111000,1740,3,1,1.2,1951,Lind - Bohanon,Camden
2010-05-19,117900,2292,4,1,1.5,1917,Lind - Bohanon,Camden
2010-08-20,100000,1328,2,1,1.5,1923,Lind - Bohanon,Camden
2010-11-29,93900,1568,3,2,1,1923,Lind - Bohanon,Camden
2010-03-09,103000,1712,3,2,1,1923,Lind - Bohanon,Camden
2010-04-07,43100,2338,3,2,1.2,1940,Lind - Bohanon,Camden
2010-01-26,135000,1680,3,1,1,1942,Lind - Bohanon,Camden
2010-01-28,106000,1594,3,1,1,1950,Lind - Bohanon,Camden
2010-01-29,127000,2064,2,1,1,1953,Lind - Bohanon,Camden
2010-03-15,107500,1656,3,2,1.2,1950,Lind - Bohanon,Camden
2010-05-10,106000,1896,2,1,1.2,1950,Lind - Bohanon,Camden
2010-11-30,123000,2184,3,2,1,1950,Lind - Bohanon,Camden
2010-08-25,87200,1200,1,1,1,1922,Lind - Bohanon,Camden
2010-06-23,136000,2730,3,3,2.2,1910,Linden Hills,Southwest
2010-09-10,320000,2233,4,2,2.2,1914,Linden Hills,Southwest
2010-05-07,347500,3797,4,2,2.5,1909,Linden Hills,Southwest
2010-09-30,349500,2079,3,2,1.7,1912,Linden Hills,Southwest
2010-08-23,305750,2464,3,2,1,1952,Linden Hills,Southwest
2010-03-25,1045000,3802,4,4,2,1950,Linden Hills,Southwest
2010-07-16,1100000,3683,4,4,2,2006,Linden Hills,Southwest
2010-08-16,593000,3122,5,3,1.5,1930,Linden Hills,Southwest
2010-03-16,370000,2313,3,2,1,1948,Linden Hills,Southwest
2010-04-28,725000,3452,4,3,1.2,1931,Linden Hills,Southwest
2010-09-27,310000,1987,3,2,1.2,1925,Linden Hills,Southwest
2010-02-19,240000,1686,2,1,1.2,1921,Linden Hills,Southwest
2010-07-22,345000,2401,4,1,1.7,1910,Linden Hills,Southwest
2010-05-21,334242,2184,4,3,2,1923,Linden Hills,Southwest
2010-08-20,550000,2866,3,3,2,1933,Linden Hills,Southwest
2010-10-29,437000,3120,5,3,1.5,1931,Linden Hills,Southwest
2010-08-31,374400,2224,3,1,2.2,1912,Linden Hills,Southwest
2010-09-20,482500,3584,4,3,1,1958,Linden Hills,Southwest
2010-07-30,619000,3460,4,3,2,1932,Linden Hills,Southwest
2010-04-15,425000,3312,5,4,2.5,1923,Linden Hills,Southwest
2010-09-16,317500,1960,3,2,1.5,1921,Linden Hills,Southwest
2010-08-27,652983,3696,5,4,2,2010,Linden Hills,Southwest
2010-08-31,640000,2926,4,4,2,1925,Linden Hills,Southwest
2010-11-01,207000,2010,3,3,1.7,1912,Linden Hills,Southwest
2010-06-28,212500,1540,2,1,1,1912,Linden Hills,Southwest
2010-01-08,1285000,5189,4,4,2,1928,Linden Hills,Southwest
2010-03-22,1090500,4274,4,4,2.2,1922,Linden Hills,Southwest
2010-12-09,253953,3759,5,4,2,2012,Linden Hills,Southwest
2010-06-10,552300,3065,4,2,2.5,1912,Linden Hills,Southwest
2010-07-21,488000,2506,3,3,1.7,1909,Linden Hills,Southwest
2010-06-16,475000,5272,3,5,1.2,1913,Linden Hills,Southwest
2010-06-16,475000,5272,3,5,1.2,1913,Linden Hills,Southwest
2010-04-23,759000,2784,3,4,1.7,1928,Linden Hills,Southwest
2010-03-05,285000,2240,4,1,1,1954,Linden Hills,Southwest
2010-12-03,362000,2240,3,2,1,1953,Linden Hills,Southwest
2010-05-27,540000,2483,3,1,1.5,1914,Linden Hills,Southwest
2010-10-08,1500000,4531,5,5,2.5,1906,Linden Hills,Southwest
2010-04-20,282000,1716,2,2,1.5,1941,Linden Hills,Southwest
2010-11-17,390000,3255,4,3,2,1954,Linden Hills,Southwest
2010-01-15,487500,3024,3,2,1,1952,Linden Hills,Southwest
2010-12-10,526000,3132,3,3,2.5,1930,Linden Hills,Southwest
2010-03-23,257000,1673,2,1,1.7,1909,Linden Hills,Southwest
2010-08-26,366500,2184,3,2,1,1920,Linden Hills,Southwest
2010-11-24,233000,3616,4,3,1.7,1910,Linden Hills,Southwest
2010-12-30,545000,2888,4,3,1.5,1920,Linden Hills,Southwest
2010-11-29,585000,3549,5,4,2.5,1928,Linden Hills,Southwest
2010-09-28,470000,2084,3,2,2.2,1910,Linden Hills,Southwest
2010-08-19,745000,2785,4,4,2,2006,Linden Hills,Southwest
2010-04-12,191900,1892,4,1,2,1900,Logan Park,Northeast
2010-04-09,150000,1920,4,2,1.2,1950,Longfellow,Longfellow
2010-05-27,158500,2268,3,2,1.2,1920,Longfellow,Longfellow
2010-03-01,171000,1528,3,1,1.5,1910,Longfellow,Longfellow
2010-02-18,144000,1232,2,1,1,1925,Longfellow,Longfellow
2010-05-18,149900,1728,2,1,1,1949,Longfellow,Longfellow
2010-07-16,208500,2178,3,1,2,1920,Longfellow,Longfellow
2010-12-29,144000,2193,1,1,1.7,1908,Longfellow,Longfellow
2010-08-13,225000,2939,4,4,1.5,1922,Longfellow,Longfellow
2010-04-23,214000,1860,3,2,1.7,1915,Longfellow,Longfellow
2010-04-30,241000,2094,3,2,1.2,1928,Longfellow,Longfellow
2010-11-17,157900,1728,2,1,1,1919,Longfellow,Longfellow
2010-04-22,192000,1704,2,1,1.2,1922,Longfellow,Longfellow
2010-01-28,170000,1459,3,1,1.2,1914,Longfellow,Longfellow
2010-02-23,223500,2245,3,2,1.5,1924,Longfellow,Longfellow
2010-05-18,245000,2016,3,2,2,1925,Longfellow,Longfellow
2010-06-21,100000,1423,2,1,1.7,1910,Longfellow,Longfellow
2010-09-15,151000,1335,2,1,1.2,1925,Longfellow,Longfellow
2010-02-01,200000,1676,2,2,1.7,1913,Longfellow,Longfellow
2010-08-18,1200000,6562,6,5,2.5,1911,Lowry Hill,Calhoun-Isles
2010-03-08,749900,4776,5,4,2.5,1913,Lowry Hill,Calhoun-Isles
2010-10-15,880000,6794,3,6,3,1900,Lowry Hill,Calhoun-Isles
2010-08-05,699000,4988,5,4,2.5,1904,Lowry Hill,Calhoun-Isles
2010-05-28,425000,3045,3,3,2.5,1907,Lowry Hill,Calhoun-Isles
2010-06-10,515000,3852,5,3,2.5,1900,Lowry Hill,Calhoun-Isles
2010-06-15,705000,4246,3,4,2.5,1900,Lowry Hill,Calhoun-Isles
2010-07-21,1300000,4352,5,4,2.5,1905,Lowry Hill,Calhoun-Isles
2010-08-16,662500,4068,4,5,2.5,1900,Lowry Hill,Calhoun-Isles
2010-01-28,575000,3814,4,3,2.5,1908,Lowry Hill,Calhoun-Isles
2010-05-13,455000,2274,3,3,1,1962,Lowry Hill,Calhoun-Isles
2010-03-10,1110000,5224,4,5,2.5,1913,Lowry Hill,Calhoun-Isles
2010-08-12,990000,6391,2,4,2,2000,Lowry Hill,Calhoun-Isles
2010-08-12,990000,6391,2,4,2,2000,Lowry Hill,Calhoun-Isles
2010-08-24,2600000,9465,5,9,2.5,1906,Lowry Hill,Calhoun-Isles
2010-08-12,1651625,7620,4,6,2.2,1903,Lowry Hill,Calhoun-Isles
2010-08-16,755000,4861,5,4,2.2,1919,Lowry Hill,Calhoun-Isles
2010-07-08,2000000,8164,7,9,2.5,1923,Lowry Hill,Calhoun-Isles
2010-08-24,2600000,9465,5,9,2.5,1906,Lowry Hill,Calhoun-Isles
2010-07-15,945000,5120,4,5,2.5,1927,Lowry Hill,Calhoun-Isles
2010-01-14,1050000,5193,5,6,3,1969,Lowry Hill,Calhoun-Isles
2010-03-15,350000,2230,2,2,2,1900,Lowry Hill East,Calhoun-Isles
2010-06-23,389000,2694,4,3,2.2,1905,Lowry Hill East,Calhoun-Isles
